14	72	6.265398272177447
30	13	11.849678096635497
16	46	40.86727811673809
86	23	31.930736165845342
24	73	31.93183633350067
13	10	24.707657549622393
59	95	18.556788340281116
63	72	33.57205494775155
86	94	45.78563953502779
83	37	6.247831952465549
39	82	11.383843122675385
29	60	27.827197724781
35	71	23.977834279878053
46	12	29.87370770266866
44	29	41.723525216396595
17	94	32.283296591961275
25	10	29.86026255717998
77	16	38.31499567396185
21	15	46.25823045717758
4	57	43.48620672838419
60	29	36.38171597776285
21	41	35.8731409444313
81	11	42.96761647549518
74	82	8.76519418145259
16	38	11.158022592718659
94	98	26.592761404747872
84	15	46.82765564025057
0	6	31.581194714042
25	33	14.41139707689199
66	62	1.6792945129831816
28	37	40.66410477247833
98	85	19.96893897637852
42	47	22.474356849981298
24	4	41.98317549062375
44	21	20.105711058705932
57	16	0.14325733209196168
41	92	2.053543402044522
85	65	13.870860754903664
5	35	44.08245738857307
25	83	29.839890520155038
39	46	22.948724946531218
98	45	49.30299492262155
12	4	34.814166173803855
27	62	8.461107933767769
42	50	9.42232600062769
58	90	13.440054179542798
73	5	33.73477120613455
64	55	43.5964399538593
64	9	42.914770819379285
43	61	25.595760252733346
85	13	32.29757474864468
59	24	45.98885852829191
56	15	41.30097995038267
97	71	11.858587721642373
51	83	9.106793085100762
65	29	37.516693435458784
53	65	2.3832945420543314
21	17	30.201680884492838
66	5	17.32070883934774
75	99	19.261610600250883
72	91	11.816188161364789
83	90	21.40146976071359
16	77	28.77174707293121
69	66	9.232968585819673
69	25	28.158032930935118
79	61	1.5853346010556602
48	42	3.7487834147017285
28	83	21.81885019931759
38	82	20.245268938043388
86	35	24.728599917958725
64	63	17.886982231604083
69	29	23.5340998636754
73	35	44.584260489243924
53	76	5.921177978017095
98	41	40.11051444512475
87	58	12.135665556243286
89	8	12.95617735980526
99	37	8.724193060530084
46	60	18.0734228277492
79	86	28.675559947606615
21	46	12.930191689721104
66	6	12.43686581832204
65	94	40.04398028608294
6	43	24.561769716254688
69	80	6.480320852390631
22	52	37.594003573448965
63	78	4.677839139839285
17	62	18.197390792039304
11	9	44.40120955542568
28	95	20.514387432376875
4	25	42.62528970872869
39	19	38.268342718488526
91	52	46.7181870876165
24	17	40.220371133339476
82	19	46.417930314271835
49	48	13.249945474847985
